prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
-1530.5133796069542,"[33.59484589289277, 130.3532876429431]","(6661, 6664)","(33.594783063935765, 130.3533957052996)","(33.59476602795783, 130.3533021925946)"
-1608.8190138804587,"[33.5948245609492, 130.3532044274084]","(6660, 6661)","(33.59476602795783, 130.3533021925946)","(33.59474749805636, 130.3532167732559)"
-1706.6224146960687,"[33.59481904565691, 130.3531089407674]","(6660, 6661)","(33.59474749805636, 130.3532167732559)","(33.594732445417065, 130.35312281454395)"
-1823.9650763786358,"[33.59484277482479, 130.353016957762]","(6660, 6661)","(33.594732445417065, 130.35312281454395)","(33.59471867182582, 130.35303683966163)"
-1942.816936855316,"[33.59488973024636, 130.3529317473344]","(6660, 6661)","(33.59471867182582, 130.35303683966163)","(33.59470653728254, 130.35296109573167)"
-2060.181357794905,"[33.59492452352642, 130.3528398816756]","(6660, 6661)","(33.59470653728254, 130.35296109573167)","(33.59469426300763, 130.35287034607202)"
-2234.786330102241,"[33.59496100995093, 130.3527513352505]","(6660, 6663)","(33.59469426300763, 130.35287034607202)","(33.594938976300654, 130.35246884268633)"
-2351.9365683923083,"[33.59502170331179, 130.3527227361969]","(6660, 6663)","(33.594938976300654, 130.35246884268633)","(33.5949985, 130.3524642)"
-2473.7064762447194,"[33.59506648782044, 130.3527402376107]","(6660, 6663)","(33.5949985, 130.3524642)","(33.5949985, 130.3524642)"
-2608.3143661941813,"[33.59512158206999, 130.3525566404037]","(6660, 6663)","(33.5949985, 130.3524642)","(33.5949985, 130.3524642)"
-2725.9480118532006,"[33.59511296547353, 130.3525507898352]","(6660, 6663)","(33.5949985, 130.3524642)","(33.5949985, 130.3524642)"
-2845.804222385361,"[33.59513918406665, 130.3525233307205]","(6660, 6663)","(33.5949985, 130.3524642)","(33.59500089044055, 130.35245905666943)"
-2964.1525270727548,"[33.59514595664441, 130.3524417748026]","(6660, 6663)","(33.59500089044055, 130.35245905666943)","(33.5950262, 130.3524046)"
-3080.5745105491133,"[33.59512808642685, 130.3523513843588]","(6660, 6663)","(33.5950262, 130.3524046)","(33.595034021690374, 130.35233999584588)"
-3191.441874481511,"[33.59512529525309, 130.352262552949]","(6660, 6663)","(33.595034021690374, 130.35233999584588)","(33.59503298103755, 130.35226931823306)"
-3293.5361523568204,"[33.59511572311967, 130.3521752135179]","(6660, 6663)","(33.59503298103755, 130.35226931823306)","(33.5950265633906, 130.35218174762417)"
-3410.1780518050664,"[33.59512334226965, 130.3520904892407]","(6660, 6663)","(33.5950265633906, 130.35218174762417)","(33.595020428209274, 130.3520980313386)"
-3476.074724304808,"[33.59508817180394, 130.3520643041752]","(6660, 6663)","(33.595020428209274, 130.3520980313386)","(33.59501833159495, 130.35206942244272)"
-3540.6359377510416,"[33.59510846439152, 130.3519332782648]","(6660, 6663)","(33.59501833159495, 130.35206942244272)","(33.5950481091642, 130.35189583408695)"
-3656.476565875536,"[33.59513538706451, 130.3517863937936]","(6660, 6663)","(33.5950481091642, 130.35189583408695)","(33.595042641730615, 130.35179822175863)"
-3762.3910061550614,"[33.59511953688561, 130.3516797592215]","(6660, 6663)","(33.595042641730615, 130.35179822175863)","(33.59502900642475, 130.35169130472013)"
-3866.769938392689,"[33.59510595820247, 130.3515786734692]","(6660, 6663)","(33.59502900642475, 130.35169130472013)","(33.59501610379684, 130.3515901327494)"
-3937.9525530845194,"[33.59507655448615, 130.351478627073]","(6660, 6663)","(33.59501610379684, 130.3515901327494)","(33.59500307833413, 130.35148799760756)"
-3973.559833789847,"[33.59504264130592, 130.3513972387932]","(6660, 6663)","(33.59500307833413, 130.35148799760756)","(33.59499232212055, 130.35140365608171)"
-3980.15718036776,"[33.59499561882912, 130.3513421529255]","(6660, 6663)","(33.59499232212055, 130.35140365608171)","(33.5949846568116, 130.35134355092964)"
-3984.325248028337,"[33.59498027156442, 130.3512443025879]","(6660, 6663)","(33.5949846568116, 130.35134355092964)","(33.59497264534906, 130.3512452498441)"
-4001.436198084509,"[33.59498545158058, 130.3511580025128]","(119, 6663)","(33.59497264534906, 130.3512452498441)","(33.59499159776801, 130.3511957759564)"
-4094.03850965426,"[33.5949334502533, 130.351103888946]","(991, 6663)","(33.59499159776801, 130.3511957759564)","(33.59494837893974, 130.35120261573002)"
-4212.032327154418,"[33.59499096687286, 130.3510337324164]","(119, 6663)","(33.59494837893974, 130.35120261573002)","(33.59501666950143, 130.3511916964879)"
-4331.574833304554,"[33.59502233195453, 130.3509490919582]","(991, 6663)","(33.59501666950143, 130.3511916964879)","(33.594967, 130.3511998)"
Path2
1,"[33.59592167663723, 130.3580037039987]","(68, 69)","(33.5957741, 130.3577987)","(33.5957741, 130.3577987)"
-123.71284697386687,"[33.59587527442127, 130.3579351735584]","(68, 69)","(33.5957741, 130.3577987)","(33.5957741, 130.3577987)"
-204.23207167775925,"[33.5958404643774, 130.357837306457]","(68, 69)","(33.5957741, 130.3577987)","(33.5957741, 130.3577987)"
-239.35444900749098,"[33.59580510950982, 130.3577396237574]","(68, 69)","(33.5957741, 130.3577987)","(33.59576035595277, 130.35775311801356)"
-270.06972896064804,"[33.59577628414481, 130.3576411028675]","(68, 69)","(33.59576035595277, 130.35775311801356)","(33.595730722997104, 130.35765484063134)"
-294.7331777286602,"[33.59574327621012, 130.3575513159207]","(68, 69)","(33.595730722997104, 130.35765484063134)","(33.595703155484365, 130.35756341326862)"
-312.5103802181659,"[33.5957043590337, 130.3574483190946]","(68, 69)","(33.595703155484365, 130.35756341326862)","(33.59567144435595, 130.3574582436486)"
-333.17679582625595,"[33.59566596991717, 130.3573091627381]","(68, 69)","(33.59567144435595, 130.3574582436486)","(33.59562978292949, 130.35732007397095)"
-348.8614886382332,"[33.59563607166856, 130.3572308422349]","(68, 69)","(33.59562978292949, 130.35732007397095)","(33.5956056438421, 130.35724001694442)"
-378.09878828431715,"[33.5956203220725, 130.3571284489057]","(68, 69)","(33.5956056438421, 130.35724001694442)","(33.59557603029332, 130.35714180392495)"
-401.3210104978968,"[33.59558228499591, 130.3570224178306]","(68, 69)","(33.59557603029332, 130.35714180392495)","(33.59554355386139, 130.3570340961839)"
-421.3524471099029,"[33.59555389548986, 130.3569399566672]","(68, 69)","(33.59554355386139, 130.3570340961839)","(33.595518396054985, 130.35695066058662)"
-436.47929010670504,"[33.59551738391965, 130.3568397426329]","(68, 69)","(33.595518396054985, 130.35695066058662)","(33.59548765455796, 130.35684870673876)"
-451.66283905331784,"[33.5954881897509, 130.356742261099]","(68, 69)","(33.59548765455796, 130.35684870673876)","(33.59545827813894, 130.3567512801576)"
-464.8495460992114,"[33.59545134290456, 130.3566298430137]","(68, 69)","(33.59545827813894, 130.3567512801576)","(33.59542413556386, 130.35663804667055)"
-471.1560712638662,"[33.59540961779057, 130.3565388490728]","(68, 69)","(33.59542413556386, 130.35663804667055)","(33.59539550795823, 130.35654310352103)"
-474.9084291858733,"[33.59536328262984, 130.356439892324]","(68, 69)","(33.59539550795823, 130.35654310352103)","(33.59536429527455, 130.35643958698768)"
-481.2816111499953,"[33.59535090255886, 130.356357917311]","(68, 999)","(33.59536429527455, 130.35643958698768)","(33.595336542192, 130.3563593621939)"
-493.41580792730883,"[33.59535816966891, 130.3563105260305]","(68, 999)","(33.595336542192, 130.3563593621939)","(33.59533190719822, 130.35631295774076)"
-499.8368464875674,"[33.59533821235745, 130.3561864235721]","(68, 999)","(33.59533190719822, 130.35631295774076)","(33.595322772234525, 130.35618749876448)"
-504.21305325887795,"[33.59532105739563, 130.3560389858953]","(68, 999)","(33.595322772234525, 130.35618749876448)","(33.59531247198655, 130.35603958375106)"
-520.3157484007822,"[33.59533187563866, 130.3558593449465]","(68, 999)","(33.59531247198655, 130.35603958375106)","(33.59530007503848, 130.3558615594213)"
-526.5263800021443,"[33.59530448357909, 130.3557653670482]","(68, 999)","(33.59530007503848, 130.3558615594213)","(33.595291323699236, 130.3557686098018)"
-530.5587039258251,"[33.59525653071105, 130.3556472157411]","(68, 999)","(33.595291323699236, 130.3557686098018)","(33.59526113138622, 130.3556460820791)"
-535.255497400645,"[33.59522191345095, 130.3554452789299]","(68, 999)","(33.59526113138622, 130.3556460820791)","(33.595212238513064, 130.3554476629516)"
-542.9386657903191,"[33.59516743108033, 130.3553379402778]","(68, 999)","(33.595212238513064, 130.3554476629516)","(33.595184184282616, 130.3553338120861)"
-546.3763747765146,"[33.59515263702124, 130.3552065371818]","(68, 999)","(33.595184184282616, 130.3553338120861)","(33.595152811606035, 130.355206494162)"
-580.2347117297417,"[33.59517520948648, 130.355091562616]","(68, 999)","(33.595152811606035, 130.355206494162)","(33.59512739436542, 130.35510334484022)"
-613.7873279298376,"[33.59515714648514, 130.3550159410856]","(68, 999)","(33.59512739436542, 130.35510334484022)","(33.595108792994786, 130.35502785597055)"
-650.0566413636884,"[33.5951459314987, 130.3549574018739]","(68, 999)","(33.595108792994786, 130.35502785597055)","(33.595095290773806, 130.35496795964235)"
-682.7362443084847,"[33.59512150663286, 130.3548620158158]","(999, 6664)","(33.595095290773806, 130.35496795964235)","(33.59507482310375, 130.35487673942177)"
-716.5761885751705,"[33.59509186822324, 130.3547620029471]","(999, 6664)","(33.59507482310375, 130.35487673942177)","(33.59504327966772, 130.354770407454)"
-733.1540790222215,"[33.59506355415433, 130.354698216664]","(999, 6664)","(33.59504327966772, 130.354770407454)","(33.59503174435033, 130.35470371890037)"
-765.472011999357,"[33.59505435082465, 130.3545495384655]","(999, 6664)","(33.59503174435033, 130.35470371890037)","(33.59500650677921, 130.35455781419228)"
-794.1698063211246,"[33.5950383581534, 130.3544822820745]","(6661, 6664)","(33.59500650677921, 130.35455781419228)","(33.59499391955574, 130.35449140770623)"
-845.743416335168,"[33.59501289393156, 130.3542717789582]","(6661, 6664)","(33.59499391955574, 130.35449140770623)","(33.59495141072953, 130.35428440476298)"
-908.6527168836573,"[33.59499927333891, 130.3541736436359]","(6661, 6664)","(33.59495141072953, 130.35428440476298)","(33.594931002565005, 130.3541882637634)"
-969.5634452823069,"[33.59497540167867, 130.3540677801988]","(6661, 6664)","(33.594931002565005, 130.3541882637634)","(33.59490827933423, 130.3540821543911)"
-1012.2523031763235,"[33.59494169804602, 130.3539690749071]","(6661, 6664)","(33.59490827933423, 130.3540821543911)","(33.59488649083573, 130.35398153499807)"
-1048.7640423151113,"[33.59491729832589, 130.353881484019]","(6661, 6664)","(33.59488649083573, 130.35398153499807)","(33.59486649740021, 130.35389294962562)"
-1079.4104822741235,"[33.59489202688783, 130.3537780848614]","(6661, 6664)","(33.59486649740021, 130.35389294962562)","(33.594845746541175, 130.35378630410918)"
-1141.4622639284069,"[33.5948945917502, 130.3536661361627]","(6661, 6664)","(33.594845746541175, 130.35378630410918)","(33.59482655112894, 130.35367821996857)"
-1231.8683256033923,"[33.59489781040102, 130.3535913863502]","(6661, 6664)","(33.59482655112894, 130.35367821996857)","(33.5948146067347, 130.3536036287501)"
-1331.9592609139177,"[33.59488643615841, 130.3534824551366]","(6661, 6664)","(33.5948146067347, 130.3536036287501)","(33.5947986774558, 130.3534953677543)"
-1446.182242889128,"[33.59487657065838, 130.3533786704115]","(6661, 6664)","(33.5947986774558, 130.3534953677543)","(33.594783063935765, 130.3533957052996)"
-1530.5133796069542,"[33.59484589289277, 130.3532876429431]","(6661, 6664)","(33.594783063935765, 130.3533957052996)","(33.59476602795783, 130.3533021925946)"
-1608.8190138804587,"[33.5948245609492, 130.3532044274084]","(6660, 6661)","(33.59476602795783, 130.3533021925946)","(33.59474749805636, 130.3532167732559)"
-1706.6224146960687,"[33.59481904565691, 130.3531089407674]","(6660, 6661)","(33.59474749805636, 130.3532167732559)","(33.594732445417065, 130.35312281454395)"
-1823.9650763786358,"[33.59484277482479, 130.353016957762]","(6660, 6661)","(33.594732445417065, 130.35312281454395)","(33.59471867182582, 130.35303683966163)"
-1942.816936855316,"[33.59488973024636, 130.3529317473344]","(6660, 6661)","(33.59471867182582, 130.35303683966163)","(33.59470653728254, 130.35296109573167)"
-2060.181357794905,"[33.59492452352642, 130.3528398816756]","(6660, 6661)","(33.59470653728254, 130.35296109573167)","(33.59469426300763, 130.35287034607202)"
-2234.786330102241,"[33.59496100995093, 130.3527513352505]","(6660, 6663)","(33.59469426300763, 130.35287034607202)","(33.594938976300654, 130.35246884268633)"
-2351.9365683923083,"[33.59502170331179, 130.3527227361969]","(6660, 6663)","(33.594938976300654, 130.35246884268633)","(33.5949985, 130.3524642)"
-2473.7064762447194,"[33.59506648782044, 130.3527402376107]","(6660, 6663)","(33.5949985, 130.3524642)","(33.5949985, 130.3524642)"
-2608.3143661941813,"[33.59512158206999, 130.3525566404037]","(6660, 6663)","(33.5949985, 130.3524642)","(33.5949985, 130.3524642)"
-2725.9480118532006,"[33.59511296547353, 130.3525507898352]","(6660, 6663)","(33.5949985, 130.3524642)","(33.5949985, 130.3524642)"
-2845.804222385361,"[33.59513918406665, 130.3525233307205]","(6660, 6663)","(33.5949985, 130.3524642)","(33.59500089044055, 130.35245905666943)"
-2964.1525270727548,"[33.59514595664441, 130.3524417748026]","(6660, 6663)","(33.59500089044055, 130.35245905666943)","(33.5950262, 130.3524046)"
-3080.5745105491133,"[33.59512808642685, 130.3523513843588]","(6660, 6663)","(33.5950262, 130.3524046)","(33.595034021690374, 130.35233999584588)"
-3191.441874481511,"[33.59512529525309, 130.352262552949]","(6660, 6663)","(33.595034021690374, 130.35233999584588)","(33.59503298103755, 130.35226931823306)"
-3293.5361523568204,"[33.59511572311967, 130.3521752135179]","(6660, 6663)","(33.59503298103755, 130.35226931823306)","(33.5950265633906, 130.35218174762417)"
-3410.1780518050664,"[33.59512334226965, 130.3520904892407]","(6660, 6663)","(33.5950265633906, 130.35218174762417)","(33.595020428209274, 130.3520980313386)"
-3476.074724304808,"[33.59508817180394, 130.3520643041752]","(6660, 6663)","(33.595020428209274, 130.3520980313386)","(33.59501833159495, 130.35206942244272)"
-3540.6359377510416,"[33.59510846439152, 130.3519332782648]","(6660, 6663)","(33.59501833159495, 130.35206942244272)","(33.5950481091642, 130.35189583408695)"
-3656.476565875536,"[33.59513538706451, 130.3517863937936]","(6660, 6663)","(33.5950481091642, 130.35189583408695)","(33.595042641730615, 130.35179822175863)"
-3762.3910061550614,"[33.59511953688561, 130.3516797592215]","(6660, 6663)","(33.595042641730615, 130.35179822175863)","(33.59502900642475, 130.35169130472013)"
-3866.769938392689,"[33.59510595820247, 130.3515786734692]","(6660, 6663)","(33.59502900642475, 130.35169130472013)","(33.59501610379684, 130.3515901327494)"
-3937.9525530845194,"[33.59507655448615, 130.351478627073]","(6660, 6663)","(33.59501610379684, 130.3515901327494)","(33.59500307833413, 130.35148799760756)"
-3973.559833789847,"[33.59504264130592, 130.3513972387932]","(6660, 6663)","(33.59500307833413, 130.35148799760756)","(33.59499232212055, 130.35140365608171)"
-3980.15718036776,"[33.59499561882912, 130.3513421529255]","(6660, 6663)","(33.59499232212055, 130.35140365608171)","(33.5949846568116, 130.35134355092964)"
-3984.325248028337,"[33.59498027156442, 130.3512443025879]","(6660, 6663)","(33.5949846568116, 130.35134355092964)","(33.59497264534906, 130.3512452498441)"
-4001.436198084509,"[33.59498545158058, 130.3511580025128]","(119, 6663)","(33.59497264534906, 130.3512452498441)","(33.59499159776801, 130.3511957759564)"
-4094.03850965426,"[33.5949334502533, 130.351103888946]","(991, 6663)","(33.59499159776801, 130.3511957759564)","(33.59494837893974, 130.35120261573002)"
-4212.032327154418,"[33.59499096687286, 130.3510337324164]","(119, 6663)","(33.59494837893974, 130.35120261573002)","(33.59501666950143, 130.3511916964879)"
-4331.574833304554,"[33.59502233195453, 130.3509490919582]","(6660, 6663)","(33.59501666950143, 130.3511916964879)","(33.594967, 130.3511998)"
Path3
1,"[33.59592167663723, 130.3580037039987]","(68, 69)","(33.5957741, 130.3577987)","(33.5957741, 130.3577987)"
-123.71284697386687,"[33.59587527442127, 130.3579351735584]","(68, 69)","(33.5957741, 130.3577987)","(33.5957741, 130.3577987)"
-204.23207167775925,"[33.5958404643774, 130.357837306457]","(68, 69)","(33.5957741, 130.3577987)","(33.5957741, 130.3577987)"
-239.35444900749098,"[33.59580510950982, 130.3577396237574]","(68, 69)","(33.5957741, 130.3577987)","(33.59576035595277, 130.35775311801356)"
-270.06972896064804,"[33.59577628414481, 130.3576411028675]","(68, 69)","(33.59576035595277, 130.35775311801356)","(33.595730722997104, 130.35765484063134)"
-294.7331777286602,"[33.59574327621012, 130.3575513159207]","(68, 69)","(33.595730722997104, 130.35765484063134)","(33.595703155484365, 130.35756341326862)"
-312.5103802181659,"[33.5957043590337, 130.3574483190946]","(68, 69)","(33.595703155484365, 130.35756341326862)","(33.59567144435595, 130.3574582436486)"
-333.17679582625595,"[33.59566596991717, 130.3573091627381]","(68, 69)","(33.59567144435595, 130.3574582436486)","(33.59562978292949, 130.35732007397095)"
-348.8614886382332,"[33.59563607166856, 130.3572308422349]","(68, 69)","(33.59562978292949, 130.35732007397095)","(33.5956056438421, 130.35724001694442)"
-378.09878828431715,"[33.5956203220725, 130.3571284489057]","(68, 69)","(33.5956056438421, 130.35724001694442)","(33.59557603029332, 130.35714180392495)"
-401.3210104978968,"[33.59558228499591, 130.3570224178306]","(68, 69)","(33.59557603029332, 130.35714180392495)","(33.59554355386139, 130.3570340961839)"
-421.3524471099029,"[33.59555389548986, 130.3569399566672]","(68, 69)","(33.59554355386139, 130.3570340961839)","(33.595518396054985, 130.35695066058662)"
-436.47929010670504,"[33.59551738391965, 130.3568397426329]","(68, 69)","(33.595518396054985, 130.35695066058662)","(33.59548765455796, 130.35684870673876)"
-451.66283905331784,"[33.5954881897509, 130.356742261099]","(68, 69)","(33.59548765455796, 130.35684870673876)","(33.59545827813894, 130.3567512801576)"
-464.8495460992114,"[33.59545134290456, 130.3566298430137]","(68, 69)","(33.59545827813894, 130.3567512801576)","(33.59542413556386, 130.35663804667055)"
-471.1560712638662,"[33.59540961779057, 130.3565388490728]","(68, 69)","(33.59542413556386, 130.35663804667055)","(33.59539550795823, 130.35654310352103)"
-474.9084291858733,"[33.59536328262984, 130.356439892324]","(68, 69)","(33.59539550795823, 130.35654310352103)","(33.59536429527455, 130.35643958698768)"
-481.4258911013582,"[33.59535090255886, 130.356357917311]","(68, 1002)","(33.59536429527455, 130.35643958698768)","(33.5953372, 130.3563659)"
-493.9209427639196,"[33.59535816966891, 130.3563105260305]","(68, 999)","(33.5953372, 130.3563659)","(33.59533190719822, 130.35631295774076)"
-500.34198132417816,"[33.59533821235745, 130.3561864235721]","(68, 999)","(33.59533190719822, 130.35631295774076)","(33.595322772234525, 130.35618749876448)"
-504.7181880954887,"[33.59532105739563, 130.3560389858953]","(68, 999)","(33.595322772234525, 130.35618749876448)","(33.59531247198655, 130.35603958375106)"
-520.820883237393,"[33.59533187563866, 130.3558593449465]","(68, 999)","(33.59531247198655, 130.35603958375106)","(33.59530007503848, 130.3558615594213)"
-527.031514838755,"[33.59530448357909, 130.3557653670482]","(68, 999)","(33.59530007503848, 130.3558615594213)","(33.595291323699236, 130.3557686098018)"
-531.0638387624358,"[33.59525653071105, 130.3556472157411]","(68, 999)","(33.595291323699236, 130.3557686098018)","(33.59526113138622, 130.3556460820791)"
-535.7606322372558,"[33.59522191345095, 130.3554452789299]","(68, 999)","(33.59526113138622, 130.3556460820791)","(33.595212238513064, 130.3554476629516)"
-543.4438006269298,"[33.59516743108033, 130.3553379402778]","(68, 999)","(33.595212238513064, 130.3554476629516)","(33.595184184282616, 130.3553338120861)"
-546.8815096131253,"[33.59515263702124, 130.3552065371818]","(68, 999)","(33.595184184282616, 130.3553338120861)","(33.595152811606035, 130.355206494162)"
-580.7398465663524,"[33.59517520948648, 130.355091562616]","(68, 999)","(33.595152811606035, 130.355206494162)","(33.59512739436542, 130.35510334484022)"
-614.2924627664484,"[33.59515714648514, 130.3550159410856]","(68, 999)","(33.59512739436542, 130.35510334484022)","(33.595108792994786, 130.35502785597055)"
-650.5617762002992,"[33.5951459314987, 130.3549574018739]","(68, 999)","(33.595108792994786, 130.35502785597055)","(33.595095290773806, 130.35496795964235)"
-683.2413791450955,"[33.59512150663286, 130.3548620158158]","(999, 6664)","(33.595095290773806, 130.35496795964235)","(33.59507482310375, 130.35487673942177)"
-717.0813234117812,"[33.59509186822324, 130.3547620029471]","(999, 6664)","(33.59507482310375, 130.35487673942177)","(33.59504327966772, 130.354770407454)"
-733.6592138588322,"[33.59506355415433, 130.354698216664]","(999, 6664)","(33.59504327966772, 130.354770407454)","(33.59503174435033, 130.35470371890037)"
-765.9771468359678,"[33.59505435082465, 130.3545495384655]","(999, 6664)","(33.59503174435033, 130.35470371890037)","(33.59500650677921, 130.35455781419228)"
-794.6749411577354,"[33.5950383581534, 130.3544822820745]","(6661, 6664)","(33.59500650677921, 130.35455781419228)","(33.59499391955574, 130.35449140770623)"
-846.2485511717788,"[33.59501289393156, 130.3542717789582]","(6661, 6664)","(33.59499391955574, 130.35449140770623)","(33.59495141072953, 130.35428440476298)"
