prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
-442.80956728778347,"[33.59094227294771, 130.3519665544204]","(2164, 6541)","(33.5910200824695, 130.35204606997246)","(33.590958598250594, 130.35205714947853)"
-500.4393993871756,"[33.59082355167119, 130.3520012890271]","(2164, 6541)","(33.590958598250594, 130.35205714947853)","(33.59083754853632, 130.35207896273513)"
-521.3108626410225,"[33.59076613563447, 130.352190099778]","(2164, 9436)","(33.59083754853632, 130.35207896273513)","(33.5907675, 130.3521519)"
-636.2635326652952,"[33.59088103476314, 130.3522913364045]","(8532, 9436)","(33.5907675, 130.3521519)","(33.59078727375502, 130.35230376363552)"
-753.572494472664,"[33.59092711846678, 130.3524944131545]","(8532, 9436)","(33.59078727375502, 130.35230376363552)","(33.590820704931716, 130.3525018373546)"
-804.5627723846,"[33.59090538419186, 130.3527792469881]","(8532, 9436)","(33.590820704931716, 130.3525018373546)","(33.59084363663567, 130.35278408016967)"
-894.4073756168006,"[33.59093892856835, 130.3528695536129]","(8532, 9436)","(33.59084363663567, 130.35278408016967)","(33.590855877638035, 130.35288037659032)"
-1012.1226577548264,"[33.5910017090231, 130.3529537414483]","(8532, 9436)","(33.590855877638035, 130.35288037659032)","(33.59087126324767, 130.3529788887566)"
-1129.2954591394669,"[33.5909964032784, 130.3531229553095]","(8532, 9436)","(33.59087126324767, 130.3529788887566)","(33.59089938691085, 130.35313770107805)"
-1207.461975704109,"[33.59098961393683, 130.3532832508258]","(8532, 9436)","(33.59089938691085, 130.35313770107805)","(33.5909124201626, 130.35328767997677)"
-1247.4068231015308,"[33.59097107316701, 130.3533500378303]","(8532, 9436)","(33.5909124201626, 130.35328767997677)","(33.59091707980221, 130.3533561570783)"
-1364.9412442237326,"[33.59106251134871, 130.3535077181927]","(8532, 9436)","(33.59091707980221, 130.3533561570783)","(33.59095155619787, 130.35353268310163)"
-1407.356923473041,"[33.59100527971385, 130.3536481318347]","(8532, 9565)","(33.59095155619787, 130.35353268310163)","(33.5909546, 130.3536754)"
-1419.2474102353651,"[33.59098105601369, 130.3537233342699]","(6001, 9565)","(33.5909546, 130.3536754)","(33.590959671975725, 130.35372549891176)"
-1454.2512911625404,"[33.59101381249128, 130.3537633662395]","(6001, 6002)","(33.590959671975725, 130.35372549891176)","(33.5909645, 130.3537726)"
Path4
1,"[33.59162590097039, 130.3519051988892]","(2164, 6541)","(33.59163782091832, 130.3519693684748)","(33.59163782091832, 130.3519693684748)"
-95.40093476923175,"[33.59171892075275, 130.351849619134]","(2164, 6541)","(33.59163782091832, 130.3519693684748)","(33.59173718610718, 130.351951170534)"
-186.74547432760113,"[33.59153126090168, 130.3518869766317]","(2164, 6541)","(33.59173718610718, 130.351951170534)","(33.59154960955176, 130.35198575435118)"
-191.1172265305939,"[33.59132314662783, 130.3520016410671]","(2164, 6541)","(33.59154960955176, 130.35198575435118)","(33.59132136926763, 130.3519917778473)"
-199.5702908460979,"[33.59114797323345, 130.3519996797017]","(2164, 6541)","(33.59132136926763, 130.3519917778473)","(33.59115204758285, 130.3520222897521)"
-242.18622624769898,"[33.5910497876197, 130.3519733940534]","(2164, 6541)","(33.59115204758285, 130.3520222897521)","(33.59106153773022, 130.3520385997009)"
-363.81173951339343,"[33.59099259789436, 130.3518935480438]","(2164, 6541)","(33.59106153773022, 130.3520385997009)","(33.5910200824695, 130.35204606997246)"
-442.80956728778347,"[33.59094227294771, 130.3519665544204]","(2164, 6541)","(33.5910200824695, 130.35204606997246)","(33.590958598250594, 130.35205714947853)"
-500.4393993871756,"[33.59082355167119, 130.3520012890271]","(2164, 6541)","(33.590958598250594, 130.35205714947853)","(33.59083754853632, 130.35207896273513)"
-521.3108626410225,"[33.59076613563447, 130.352190099778]","(2164, 9436)","(33.59083754853632, 130.35207896273513)","(33.5907675, 130.3521519)"
-636.2635326652952,"[33.59088103476314, 130.3522913364045]","(8532, 9436)","(33.5907675, 130.3521519)","(33.59078727375502, 130.35230376363552)"
-753.572494472664,"[33.59092711846678, 130.3524944131545]","(8532, 9436)","(33.59078727375502, 130.35230376363552)","(33.590820704931716, 130.3525018373546)"
-804.5627723846,"[33.59090538419186, 130.3527792469881]","(8532, 9436)","(33.590820704931716, 130.3525018373546)","(33.59084363663567, 130.35278408016967)"
-894.4073756168006,"[33.59093892856835, 130.3528695536129]","(8532, 9436)","(33.59084363663567, 130.35278408016967)","(33.590855877638035, 130.35288037659032)"
-1012.1226577548264,"[33.5910017090231, 130.3529537414483]","(8532, 9436)","(33.590855877638035, 130.35288037659032)","(33.59087126324767, 130.3529788887566)"
-1129.2954591394669,"[33.5909964032784, 130.3531229553095]","(8532, 9436)","(33.59087126324767, 130.3529788887566)","(33.59089938691085, 130.35313770107805)"
-1207.461975704109,"[33.59098961393683, 130.3532832508258]","(8532, 9436)","(33.59089938691085, 130.35313770107805)","(33.5909124201626, 130.35328767997677)"
-1247.4068231015308,"[33.59097107316701, 130.3533500378303]","(8532, 9436)","(33.5909124201626, 130.35328767997677)","(33.59091707980221, 130.3533561570783)"
-1364.9412442237326,"[33.59106251134871, 130.3535077181927]","(8532, 9436)","(33.59091707980221, 130.3533561570783)","(33.59095155619787, 130.35353268310163)"
-1407.356923473041,"[33.59100527971385, 130.3536481318347]","(8532, 9565)","(33.59095155619787, 130.35353268310163)","(33.5909546, 130.3536754)"
-1419.2474102353651,"[33.59098105601369, 130.3537233342699]","(6001, 9565)","(33.5909546, 130.3536754)","(33.590959671975725, 130.35372549891176)"
-1454.2512911625404,"[33.59101381249128, 130.3537633662395]","(6001, 10474)","(33.590959671975725, 130.35372549891176)","(33.5909645, 130.3537726)"
Path5
1,"[33.59162590097039, 130.3519051988892]","(2164, 6541)","(33.59163782091832, 130.3519693684748)","(33.59163782091832, 130.3519693684748)"
-95.40093476923175,"[33.59171892075275, 130.351849619134]","(2164, 6541)","(33.59163782091832, 130.3519693684748)","(33.59173718610718, 130.351951170534)"
-186.74547432760113,"[33.59153126090168, 130.3518869766317]","(2164, 6541)","(33.59173718610718, 130.351951170534)","(33.59154960955176, 130.35198575435118)"
-191.1172265305939,"[33.59132314662783, 130.3520016410671]","(2164, 6541)","(33.59154960955176, 130.35198575435118)","(33.59132136926763, 130.3519917778473)"
-199.5702908460979,"[33.59114797323345, 130.3519996797017]","(2164, 6541)","(33.59132136926763, 130.3519917778473)","(33.59115204758285, 130.3520222897521)"
-242.18622624769898,"[33.5910497876197, 130.3519733940534]","(2164, 6541)","(33.59115204758285, 130.3520222897521)","(33.59106153773022, 130.3520385997009)"
-363.81173951339343,"[33.59099259789436, 130.3518935480438]","(2164, 6541)","(33.59106153773022, 130.3520385997009)","(33.5910200824695, 130.35204606997246)"
-442.80956728778347,"[33.59094227294771, 130.3519665544204]","(2164, 6541)","(33.5910200824695, 130.35204606997246)","(33.590958598250594, 130.35205714947853)"
-500.4393993871756,"[33.59082355167119, 130.3520012890271]","(2164, 6541)","(33.590958598250594, 130.35205714947853)","(33.59083754853632, 130.35207896273513)"
-521.3108626410225,"[33.59076613563447, 130.352190099778]","(2164, 9436)","(33.59083754853632, 130.35207896273513)","(33.5907675, 130.3521519)"
-636.2635326652952,"[33.59088103476314, 130.3522913364045]","(8532, 9436)","(33.5907675, 130.3521519)","(33.59078727375502, 130.35230376363552)"
-753.572494472664,"[33.59092711846678, 130.3524944131545]","(8532, 9436)","(33.59078727375502, 130.35230376363552)","(33.590820704931716, 130.3525018373546)"
-804.5627723846,"[33.59090538419186, 130.3527792469881]","(8532, 9436)","(33.590820704931716, 130.3525018373546)","(33.59084363663567, 130.35278408016967)"
-894.4073756168006,"[33.59093892856835, 130.3528695536129]","(8532, 9436)","(33.59084363663567, 130.35278408016967)","(33.590855877638035, 130.35288037659032)"
-1012.1226577548264,"[33.5910017090231, 130.3529537414483]","(8532, 9436)","(33.590855877638035, 130.35288037659032)","(33.59087126324767, 130.3529788887566)"
-1129.2954591394669,"[33.5909964032784, 130.3531229553095]","(8532, 9436)","(33.59087126324767, 130.3529788887566)","(33.59089938691085, 130.35313770107805)"
-1207.461975704109,"[33.59098961393683, 130.3532832508258]","(8532, 9436)","(33.59089938691085, 130.35313770107805)","(33.5909124201626, 130.35328767997677)"
-1247.4068231015308,"[33.59097107316701, 130.3533500378303]","(8532, 9436)","(33.5909124201626, 130.35328767997677)","(33.59091707980221, 130.3533561570783)"
-1364.9412442237326,"[33.59106251134871, 130.3535077181927]","(8532, 9436)","(33.59091707980221, 130.3533561570783)","(33.59095155619787, 130.35353268310163)"
-1407.356923473041,"[33.59100527971385, 130.3536481318347]","(8532, 9565)","(33.59095155619787, 130.35353268310163)","(33.5909546, 130.3536754)"
-1419.2474102353651,"[33.59098105601369, 130.3537233342699]","(6001, 9565)","(33.5909546, 130.3536754)","(33.590959671975725, 130.35372549891176)"
-1454.6617011101087,"[33.59101381249128, 130.3537633662395]","(6001, 9565)","(33.590959671975725, 130.35372549891176)","(33.59096407869572, 130.35376858521803)"
Path6
1,"[33.59162590097039, 130.3519051988892]","(2164, 6541)","(33.59163782091832, 130.3519693684748)","(33.59163782091832, 130.3519693684748)"
-95.40093476923175,"[33.59171892075275, 130.351849619134]","(2164, 6541)","(33.59163782091832, 130.3519693684748)","(33.59173718610718, 130.351951170534)"
-186.74547432760113,"[33.59153126090168, 130.3518869766317]","(2164, 6541)","(33.59173718610718, 130.351951170534)","(33.59154960955176, 130.35198575435118)"
-191.1172265305939,"[33.59132314662783, 130.3520016410671]","(2164, 6541)","(33.59154960955176, 130.35198575435118)","(33.59132136926763, 130.3519917778473)"
-199.5702908460979,"[33.59114797323345, 130.3519996797017]","(2164, 6541)","(33.59132136926763, 130.3519917778473)","(33.59115204758285, 130.3520222897521)"
-242.18622624769898,"[33.5910497876197, 130.3519733940534]","(2164, 6541)","(33.59115204758285, 130.3520222897521)","(33.59106153773022, 130.3520385997009)"
-363.81173951339343,"[33.59099259789436, 130.3518935480438]","(2164, 6541)","(33.59106153773022, 130.3520385997009)","(33.5910200824695, 130.35204606997246)"
-442.80956728778347,"[33.59094227294771, 130.3519665544204]","(2164, 6541)","(33.5910200824695, 130.35204606997246)","(33.590958598250594, 130.35205714947853)"
-500.4393993871756,"[33.59082355167119, 130.3520012890271]","(2164, 6541)","(33.590958598250594, 130.35205714947853)","(33.59083754853632, 130.35207896273513)"
-521.3108626410225,"[33.59076613563447, 130.352190099778]","(2164, 9436)","(33.59083754853632, 130.35207896273513)","(33.5907675, 130.3521519)"
-636.2635326652952,"[33.59088103476314, 130.3522913364045]","(8532, 9436)","(33.5907675, 130.3521519)","(33.59078727375502, 130.35230376363552)"
-753.572494472664,"[33.59092711846678, 130.3524944131545]","(8532, 9436)","(33.59078727375502, 130.35230376363552)","(33.590820704931716, 130.3525018373546)"
-804.5627723846,"[33.59090538419186, 130.3527792469881]","(8532, 9436)","(33.590820704931716, 130.3525018373546)","(33.59084363663567, 130.35278408016967)"
-894.4073756168006,"[33.59093892856835, 130.3528695536129]","(8532, 9436)","(33.59084363663567, 130.35278408016967)","(33.590855877638035, 130.35288037659032)"
-1012.1226577548264,"[33.5910017090231, 130.3529537414483]","(8532, 9436)","(33.590855877638035, 130.35288037659032)","(33.59087126324767, 130.3529788887566)"
-1129.2954591394669,"[33.5909964032784, 130.3531229553095]","(8532, 9436)","(33.59087126324767, 130.3529788887566)","(33.59089938691085, 130.35313770107805)"
-1207.461975704109,"[33.59098961393683, 130.3532832508258]","(8532, 9436)","(33.59089938691085, 130.35313770107805)","(33.5909124201626, 130.35328767997677)"
-1247.4068231015308,"[33.59097107316701, 130.3533500378303]","(8532, 9436)","(33.5909124201626, 130.35328767997677)","(33.59091707980221, 130.3533561570783)"
-1364.9412442237326,"[33.59106251134871, 130.3535077181927]","(8532, 9436)","(33.59091707980221, 130.3533561570783)","(33.59095155619787, 130.35353268310163)"
-1407.356923473041,"[33.59100527971385, 130.3536481318347]","(7185, 8532)","(33.59095155619787, 130.35353268310163)","(33.5909546, 130.3536754)"
-1419.4595282213802,"[33.59098105601369, 130.3537233342699]","(8532, 9565)","(33.5909546, 130.3536754)","(33.5909595, 130.3537238)"
-1454.6986758874496,"[33.59101381249128, 130.3537633662395]","(6001, 9565)","(33.5909595, 130.3537238)","(33.59096407869572, 130.35376858521803)"
Path7
1,"[33.59162590097039, 130.3519051988892]","(2164, 6541)","(33.59163782091832, 130.3519693684748)","(33.59163782091832, 130.3519693684748)"
-95.40093476923175,"[33.59171892075275, 130.351849619134]","(2164, 6541)","(33.59163782091832, 130.3519693684748)","(33.59173718610718, 130.351951170534)"
-186.74547432760113,"[33.59153126090168, 130.3518869766317]","(2164, 6541)","(33.59173718610718, 130.351951170534)","(33.59154960955176, 130.35198575435118)"
-191.1172265305939,"[33.59132314662783, 130.3520016410671]","(2164, 6541)","(33.59154960955176, 130.35198575435118)","(33.59132136926763, 130.3519917778473)"
-199.5702908460979,"[33.59114797323345, 130.3519996797017]","(2164, 6541)","(33.59132136926763, 130.3519917778473)","(33.59115204758285, 130.3520222897521)"
-242.18622624769898,"[33.5910497876197, 130.3519733940534]","(2164, 6541)","(33.59115204758285, 130.3520222897521)","(33.59106153773022, 130.3520385997009)"
-363.81173951339343,"[33.59099259789436, 130.3518935480438]","(2164, 6541)","(33.59106153773022, 130.3520385997009)","(33.5910200824695, 130.35204606997246)"
-442.80956728778347,"[33.59094227294771, 130.3519665544204]","(2164, 6541)","(33.5910200824695, 130.35204606997246)","(33.590958598250594, 130.35205714947853)"
-500.4393993871756,"[33.59082355167119, 130.3520012890271]","(2164, 6541)","(33.590958598250594, 130.35205714947853)","(33.59083754853632, 130.35207896273513)"
-521.3108626410225,"[33.59076613563447, 130.352190099778]","(2164, 9436)","(33.59083754853632, 130.35207896273513)","(33.5907675, 130.3521519)"
-636.2635326652952,"[33.59088103476314, 130.3522913364045]","(8532, 9436)","(33.5907675, 130.3521519)","(33.59078727375502, 130.35230376363552)"
-753.572494472664,"[33.59092711846678, 130.3524944131545]","(8532, 9436)","(33.59078727375502, 130.35230376363552)","(33.590820704931716, 130.3525018373546)"
-804.5627723846,"[33.59090538419186, 130.3527792469881]","(8532, 9436)","(33.590820704931716, 130.3525018373546)","(33.59084363663567, 130.35278408016967)"
-894.4073756168006,"[33.59093892856835, 130.3528695536129]","(8532, 9436)","(33.59084363663567, 130.35278408016967)","(33.590855877638035, 130.35288037659032)"
-1012.1226577548264,"[33.5910017090231, 130.3529537414483]","(8532, 9436)","(33.590855877638035, 130.35288037659032)","(33.59087126324767, 130.3529788887566)"
-1129.2954591394669,"[33.5909964032784, 130.3531229553095]","(8532, 9436)","(33.59087126324767, 130.3529788887566)","(33.59089938691085, 130.35313770107805)"
-1207.461975704109,"[33.59098961393683, 130.3532832508258]","(8532, 9436)","(33.59089938691085, 130.35313770107805)","(33.5909124201626, 130.35328767997677)"
-1247.4068231015308,"[33.59097107316701, 130.3533500378303]","(8532, 9436)","(33.5909124201626, 130.35328767997677)","(33.59091707980221, 130.3533561570783)"
-1364.9412442237326,"[33.59106251134871, 130.3535077181927]","(8532, 9436)","(33.59091707980221, 130.3533561570783)","(33.59095155619787, 130.35353268310163)"
-1407.356923473041,"[33.59100527971385, 130.3536481318347]","(8532, 9565)","(33.59095155619787, 130.35353268310163)","(33.5909546, 130.3536754)"
-1419.47748634406,"[33.59098105601369, 130.3537233342699]","(8532, 9565)","(33.5909546, 130.3536754)","(33.5909595, 130.3537238)"
-1454.7166340101294,"[33.59101381249128, 130.3537633662395]","(6001, 9565)","(33.5909595, 130.3537238)","(33.59096407869572, 130.35376858521803)"
