prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
-37.79281305001556,"[33.59140456005334, 130.3465837297312]","(9680, 9681)","(33.5913840604434, 130.3464463056354)","(33.59136087441197, 130.34657868993233)"
-44.87876910260783,"[33.59136076460927, 130.3467197680197]","(9680, 9681)","(33.59136087441197, 130.34657868993233)","(33.5913448112477, 130.34671792755836)"
-50.230906527319576,"[33.59134421873241, 130.3468316328994]","(9680, 9681)","(33.5913448112477, 130.34671792755836)","(33.59133185812699, 130.3468302069168)"
-55.778087802928304,"[33.59131244293749, 130.3469527849279]","(2170, 9681)","(33.59133185812699, 130.3468302069168)","(33.5913164, 130.3469642)"
-67.60457494637234,"[33.59123439903706, 130.3470310383759]","(2166, 2170)","(33.5913164, 130.3469642)","(33.59123846422458, 130.34700330600077)"
-134.809855520467,"[33.59116551655679, 130.3471234237126]","(2166, 10501)","(33.59123846422458, 130.34700330600077)","(33.5911567, 130.3470388)"
-146.50100376042514,"[33.59113815802484, 130.3472399321667]","(2186, 10501)","(33.5911567, 130.3470388)","(33.59113097948788, 130.34723900879112)"
-155.54702732867457,"[33.5910944547817, 130.3473633640728]","(2186, 10501)","(33.59113097948788, 130.34723900879112)","(33.59111464952574, 130.34736596172374)"
-159.1431391991579,"[33.59109452183693, 130.3474983294777]","(2186, 10501)","(33.59111464952574, 130.34736596172374)","(33.59109757257825, 130.3474987218947)"
-168.06875268726353,"[33.59110271095633, 130.34762174462]","(2186, 10501)","(33.59109757257825, 130.3474987218947)","(33.591082089357464, 130.3476190920627)"
-182.2135846431386,"[33.59109624012708, 130.3477156722269]","(2186, 10501)","(33.591082089357464, 130.3476190920627)","(33.591067920446044, 130.34770819435036)"
-205.81393798638481,"[33.59107505905776, 130.3478408140413]","(2186, 10501)","(33.591067920446044, 130.34770819435036)","(33.59103564967756, 130.3478304079043)"
-209.54719873697167,"[33.5909757754147, 130.3479062264136]","(2186, 2203)","(33.59103564967756, 130.3478304079043)","(33.5909749682293, 130.34791037104466)"
-214.7190002785719,"[33.5908576492533, 130.347873218479]","(2186, 2203)","(33.5909749682293, 130.34791037104466)","(33.59085496525428, 130.34788699992956)"
-218.4680971508792,"[33.5907622296676, 130.3478713241688]","(2186, 2203)","(33.59085496525428, 130.34788699992956)","(33.59076181794884, 130.34787520412797)"
-222.84551294210397,"[33.59069714418947, 130.3478577622495]","(2186, 2203)","(33.59076181794884, 130.34787520412797)","(33.59069603409934, 130.34786822352748)"
-230.13619396246062,"[33.59061241991221, 130.3478379474304]","(2203, 9555)","(33.59069603409934, 130.34786822352748)","(33.59061008341174, 130.34785897593463)"
-234.57562801336383,"[33.5905087860614, 130.3478560020498]","(2203, 9555)","(33.59061008341174, 130.34785897593463)","(33.590509694992946, 130.34784782166588)"
-242.99648447027795,"[33.59044922425746, 130.347943592938]","(9555, 10508)","(33.590509694992946, 130.34784782166588)","(33.59045101082861, 130.34794368752856)"
-246.59885543191547,"[33.59044022209346, 130.3480762784652]","(9555, 10508)","(33.59045101082861, 130.34794368752856)","(33.59044398022667, 130.34807647744069)"
-259.30592398233864,"[33.59041102792471, 130.3481898029617]","(9554, 10508)","(33.59044398022667, 130.34807647744069)","(33.590437944916964, 130.34819125466467)"
-376.06945413717483,"[33.5903306538552, 130.3483111226282]","(10506, 10508)","(33.590437944916964, 130.34819125466467)","(33.59034672004911, 130.34814166706215)"
-499.1320141953322,"[33.59034030980765, 130.3484213614188]","(9554, 10508)","(33.59034672004911, 130.34814166706215)","(33.5904364, 130.3482199)"
Path4
1,"[33.59140835705548, 130.3463117537371]","(9680, 9681)","(33.59140794719737, 130.34631171221477)","(33.59140794719737, 130.34631171221477)"
-10.537142451563746,"[33.59140951375812, 130.346448797854]","(9680, 9681)","(33.59140794719737, 130.34631171221477)","(33.5913840604434, 130.3464463056354)"
-37.79281305001556,"[33.59140456005334, 130.3465837297312]","(9680, 9681)","(33.5913840604434, 130.3464463056354)","(33.59136087441197, 130.34657868993233)"
-44.87876910260783,"[33.59136076460927, 130.3467197680197]","(9680, 9681)","(33.59136087441197, 130.34657868993233)","(33.5913448112477, 130.34671792755836)"
-50.230906527319576,"[33.59134421873241, 130.3468316328994]","(9680, 9681)","(33.5913448112477, 130.34671792755836)","(33.59133185812699, 130.3468302069168)"
-55.778087802928304,"[33.59131244293749, 130.3469527849279]","(2170, 9681)","(33.59133185812699, 130.3468302069168)","(33.5913164, 130.3469642)"
-67.60457494637234,"[33.59123439903706, 130.3470310383759]","(2166, 2170)","(33.5913164, 130.3469642)","(33.59123846422458, 130.34700330600077)"
-134.809855520467,"[33.59116551655679, 130.3471234237126]","(2166, 10501)","(33.59123846422458, 130.34700330600077)","(33.5911567, 130.3470388)"
-146.50100376042514,"[33.59113815802484, 130.3472399321667]","(2186, 10501)","(33.5911567, 130.3470388)","(33.59113097948788, 130.34723900879112)"
-155.54702732867457,"[33.5910944547817, 130.3473633640728]","(2186, 10501)","(33.59113097948788, 130.34723900879112)","(33.59111464952574, 130.34736596172374)"
-159.1431391991579,"[33.59109452183693, 130.3474983294777]","(2186, 10501)","(33.59111464952574, 130.34736596172374)","(33.59109757257825, 130.3474987218947)"
-168.06875268726353,"[33.59110271095633, 130.34762174462]","(2186, 10501)","(33.59109757257825, 130.3474987218947)","(33.591082089357464, 130.3476190920627)"
-182.2135846431386,"[33.59109624012708, 130.3477156722269]","(2186, 10501)","(33.591082089357464, 130.3476190920627)","(33.591067920446044, 130.34770819435036)"
-205.81393798638481,"[33.59107505905776, 130.3478408140413]","(2186, 10501)","(33.591067920446044, 130.34770819435036)","(33.59103564967756, 130.3478304079043)"
-209.54719873697167,"[33.5909757754147, 130.3479062264136]","(2186, 2203)","(33.59103564967756, 130.3478304079043)","(33.5909749682293, 130.34791037104466)"
-214.7190002785719,"[33.5908576492533, 130.347873218479]","(2186, 2203)","(33.5909749682293, 130.34791037104466)","(33.59085496525428, 130.34788699992956)"
-218.4680971508792,"[33.5907622296676, 130.3478713241688]","(2186, 2203)","(33.59085496525428, 130.34788699992956)","(33.59076181794884, 130.34787520412797)"
-222.84551294210397,"[33.59069714418947, 130.3478577622495]","(2186, 2203)","(33.59076181794884, 130.34787520412797)","(33.59069603409934, 130.34786822352748)"
-230.13619396246062,"[33.59061241991221, 130.3478379474304]","(2203, 9555)","(33.59069603409934, 130.34786822352748)","(33.59061008341174, 130.34785897593463)"
-234.57562801336383,"[33.5905087860614, 130.3478560020498]","(2203, 9555)","(33.59061008341174, 130.34785897593463)","(33.590509694992946, 130.34784782166588)"
-242.99648447027795,"[33.59044922425746, 130.347943592938]","(9555, 10508)","(33.590509694992946, 130.34784782166588)","(33.59045101082861, 130.34794368752856)"
-246.59885543191547,"[33.59044022209346, 130.3480762784652]","(9555, 10508)","(33.59045101082861, 130.34794368752856)","(33.59044398022667, 130.34807647744069)"
-259.30592398233864,"[33.59041102792471, 130.3481898029617]","(9554, 10508)","(33.59044398022667, 130.34807647744069)","(33.590437944916964, 130.34819125466467)"
-376.06945413717483,"[33.5903306538552, 130.3483111226282]","(10506, 10508)","(33.590437944916964, 130.34819125466467)","(33.59034672004911, 130.34814166706215)"
-500.6468826176388,"[33.59034030980765, 130.3484213614188]","(10506, 10508)","(33.59034672004911, 130.34814166706215)","(33.59036664867434, 130.34814355650823)"
Path5
1,"[33.59140835705548, 130.3463117537371]","(9680, 9681)","(33.59140794719737, 130.34631171221477)","(33.59140794719737, 130.34631171221477)"
-10.537142451563746,"[33.59140951375812, 130.346448797854]","(9680, 9681)","(33.59140794719737, 130.34631171221477)","(33.5913840604434, 130.3464463056354)"
-37.79281305001556,"[33.59140456005334, 130.3465837297312]","(9680, 9681)","(33.5913840604434, 130.3464463056354)","(33.59136087441197, 130.34657868993233)"
-44.87876910260783,"[33.59136076460927, 130.3467197680197]","(9680, 9681)","(33.59136087441197, 130.34657868993233)","(33.5913448112477, 130.34671792755836)"
-50.230906527319576,"[33.59134421873241, 130.3468316328994]","(9680, 9681)","(33.5913448112477, 130.34671792755836)","(33.59133185812699, 130.3468302069168)"
-55.778087802928304,"[33.59131244293749, 130.3469527849279]","(2170, 9681)","(33.59133185812699, 130.3468302069168)","(33.5913164, 130.3469642)"
-67.60457494637234,"[33.59123439903706, 130.3470310383759]","(2166, 2170)","(33.5913164, 130.3469642)","(33.59123846422458, 130.34700330600077)"
-134.809855520467,"[33.59116551655679, 130.3471234237126]","(2166, 10501)","(33.59123846422458, 130.34700330600077)","(33.5911567, 130.3470388)"
-146.50100376042514,"[33.59113815802484, 130.3472399321667]","(2186, 10501)","(33.5911567, 130.3470388)","(33.59113097948788, 130.34723900879112)"
-155.54702732867457,"[33.5910944547817, 130.3473633640728]","(2186, 10501)","(33.59113097948788, 130.34723900879112)","(33.59111464952574, 130.34736596172374)"
-159.1431391991579,"[33.59109452183693, 130.3474983294777]","(2186, 10501)","(33.59111464952574, 130.34736596172374)","(33.59109757257825, 130.3474987218947)"
-168.06875268726353,"[33.59110271095633, 130.34762174462]","(2186, 10501)","(33.59109757257825, 130.3474987218947)","(33.591082089357464, 130.3476190920627)"
-182.2135846431386,"[33.59109624012708, 130.3477156722269]","(2186, 10501)","(33.591082089357464, 130.3476190920627)","(33.591067920446044, 130.34770819435036)"
-205.81393798638481,"[33.59107505905776, 130.3478408140413]","(2186, 10501)","(33.591067920446044, 130.34770819435036)","(33.59103564967756, 130.3478304079043)"
-209.54719873697167,"[33.5909757754147, 130.3479062264136]","(2186, 2203)","(33.59103564967756, 130.3478304079043)","(33.5909749682293, 130.34791037104466)"
-214.7190002785719,"[33.5908576492533, 130.347873218479]","(2186, 2203)","(33.5909749682293, 130.34791037104466)","(33.59085496525428, 130.34788699992956)"
-218.4680971508792,"[33.5907622296676, 130.3478713241688]","(2186, 2203)","(33.59085496525428, 130.34788699992956)","(33.59076181794884, 130.34787520412797)"
-222.84551294210397,"[33.59069714418947, 130.3478577622495]","(2186, 2203)","(33.59076181794884, 130.34787520412797)","(33.59069603409934, 130.34786822352748)"
-234.5101447923074,"[33.59061241991221, 130.3478379474304]","(2203, 10500)","(33.59069603409934, 130.34786822352748)","(33.59063696716116, 130.34783956733375)"
-242.9859969595246,"[33.5905087860614, 130.3478560020498]","(2203, 9555)","(33.59063696716116, 130.34783956733375)","(33.590509694992946, 130.34784782166588)"
-251.40685341643876,"[33.59044922425746, 130.347943592938]","(9555, 10508)","(33.590509694992946, 130.34784782166588)","(33.59045101082861, 130.34794368752856)"
-255.00922437807628,"[33.59044022209346, 130.3480762784652]","(9555, 10508)","(33.59045101082861, 130.34794368752856)","(33.59044398022667, 130.34807647744069)"
-267.71629292849946,"[33.59041102792471, 130.3481898029617]","(9554, 10508)","(33.59044398022667, 130.34807647744069)","(33.590437944916964, 130.34819125466467)"
-384.47982308333565,"[33.5903306538552, 130.3483111226282]","(10506, 10508)","(33.590437944916964, 130.34819125466467)","(33.59034672004911, 130.34814166706215)"
-501.14988867335285,"[33.59034030980765, 130.3484213614188]","(9555, 10508)","(33.59034672004911, 130.34814166706215)","(33.59044, 130.3481513)"
Path6
1,"[33.59140835705548, 130.3463117537371]","(9680, 9681)","(33.59140794719737, 130.34631171221477)","(33.59140794719737, 130.34631171221477)"
-10.537142451563746,"[33.59140951375812, 130.346448797854]","(9680, 9681)","(33.59140794719737, 130.34631171221477)","(33.5913840604434, 130.3464463056354)"
-37.79281305001556,"[33.59140456005334, 130.3465837297312]","(9680, 9681)","(33.5913840604434, 130.3464463056354)","(33.59136087441197, 130.34657868993233)"
-44.87876910260783,"[33.59136076460927, 130.3467197680197]","(9680, 9681)","(33.59136087441197, 130.34657868993233)","(33.5913448112477, 130.34671792755836)"
-50.230906527319576,"[33.59134421873241, 130.3468316328994]","(9680, 9681)","(33.5913448112477, 130.34671792755836)","(33.59133185812699, 130.3468302069168)"
-55.778087802928304,"[33.59131244293749, 130.3469527849279]","(2170, 9681)","(33.59133185812699, 130.3468302069168)","(33.5913164, 130.3469642)"
-67.60457494637234,"[33.59123439903706, 130.3470310383759]","(2166, 2170)","(33.5913164, 130.3469642)","(33.59123846422458, 130.34700330600077)"
-134.809855520467,"[33.59116551655679, 130.3471234237126]","(2166, 10501)","(33.59123846422458, 130.34700330600077)","(33.5911567, 130.3470388)"
-146.50100376042514,"[33.59113815802484, 130.3472399321667]","(2186, 10501)","(33.5911567, 130.3470388)","(33.59113097948788, 130.34723900879112)"
-155.54702732867457,"[33.5910944547817, 130.3473633640728]","(2186, 10501)","(33.59113097948788, 130.34723900879112)","(33.59111464952574, 130.34736596172374)"
-159.1431391991579,"[33.59109452183693, 130.3474983294777]","(2186, 10501)","(33.59111464952574, 130.34736596172374)","(33.59109757257825, 130.3474987218947)"
-168.06875268726353,"[33.59110271095633, 130.34762174462]","(2186, 10501)","(33.59109757257825, 130.3474987218947)","(33.591082089357464, 130.3476190920627)"
-182.2135846431386,"[33.59109624012708, 130.3477156722269]","(2186, 10501)","(33.591082089357464, 130.3476190920627)","(33.591067920446044, 130.34770819435036)"
-205.81393798638481,"[33.59107505905776, 130.3478408140413]","(2186, 10501)","(33.591067920446044, 130.34770819435036)","(33.59103564967756, 130.3478304079043)"
-209.54719873697167,"[33.5909757754147, 130.3479062264136]","(2186, 2203)","(33.59103564967756, 130.3478304079043)","(33.5909749682293, 130.34791037104466)"
-214.7190002785719,"[33.5908576492533, 130.347873218479]","(2186, 2203)","(33.5909749682293, 130.34791037104466)","(33.59085496525428, 130.34788699992956)"
-218.4680971508792,"[33.5907622296676, 130.3478713241688]","(2186, 2203)","(33.59085496525428, 130.34788699992956)","(33.59076181794884, 130.34787520412797)"
-222.84551294210397,"[33.59069714418947, 130.3478577622495]","(2186, 2203)","(33.59076181794884, 130.34787520412797)","(33.59069603409934, 130.34786822352748)"
-234.5101447923074,"[33.59061241991221, 130.3478379474304]","(2203, 10500)","(33.59069603409934, 130.34786822352748)","(33.59063696716116, 130.34783956733375)"
-242.9859969595246,"[33.5905087860614, 130.3478560020498]","(2203, 9555)","(33.59063696716116, 130.34783956733375)","(33.590509694992946, 130.34784782166588)"
-251.40685341643876,"[33.59044922425746, 130.347943592938]","(9555, 10508)","(33.590509694992946, 130.34784782166588)","(33.59045101082861, 130.34794368752856)"
-255.00922437807628,"[33.59044022209346, 130.3480762784652]","(9555, 10508)","(33.59045101082861, 130.34794368752856)","(33.59044398022667, 130.34807647744069)"
-267.71629292849946,"[33.59041102792471, 130.3481898029617]","(9554, 10508)","(33.59044398022667, 130.34807647744069)","(33.590437944916964, 130.34819125466467)"
-384.47982308333565,"[33.5903306538552, 130.3483111226282]","(10506, 10508)","(33.590437944916964, 130.34819125466467)","(33.59034672004911, 130.34814166706215)"
-501.14988867335285,"[33.59034030980765, 130.3484213614188]","(10507, 10508)","(33.59034672004911, 130.34814166706215)","(33.59044, 130.3481513)"
Path7
1,"[33.59140835705548, 130.3463117537371]","(9680, 9681)","(33.59140794719737, 130.34631171221477)","(33.59140794719737, 130.34631171221477)"
-10.537142451563746,"[33.59140951375812, 130.346448797854]","(9680, 9681)","(33.59140794719737, 130.34631171221477)","(33.5913840604434, 130.3464463056354)"
-37.79281305001556,"[33.59140456005334, 130.3465837297312]","(9680, 9681)","(33.5913840604434, 130.3464463056354)","(33.59136087441197, 130.34657868993233)"
-44.87876910260783,"[33.59136076460927, 130.3467197680197]","(9680, 9681)","(33.59136087441197, 130.34657868993233)","(33.5913448112477, 130.34671792755836)"
-50.230906527319576,"[33.59134421873241, 130.3468316328994]","(9680, 9681)","(33.5913448112477, 130.34671792755836)","(33.59133185812699, 130.3468302069168)"
-55.778087802928304,"[33.59131244293749, 130.3469527849279]","(2170, 9681)","(33.59133185812699, 130.3468302069168)","(33.5913164, 130.3469642)"
-67.60457494637234,"[33.59123439903706, 130.3470310383759]","(2166, 2170)","(33.5913164, 130.3469642)","(33.59123846422458, 130.34700330600077)"
-134.809855520467,"[33.59116551655679, 130.3471234237126]","(2166, 10501)","(33.59123846422458, 130.34700330600077)","(33.5911567, 130.3470388)"
-146.50100376042514,"[33.59113815802484, 130.3472399321667]","(2186, 10501)","(33.5911567, 130.3470388)","(33.59113097948788, 130.34723900879112)"
-155.54702732867457,"[33.5910944547817, 130.3473633640728]","(2186, 10501)","(33.59113097948788, 130.34723900879112)","(33.59111464952574, 130.34736596172374)"
-159.1431391991579,"[33.59109452183693, 130.3474983294777]","(2186, 10501)","(33.59111464952574, 130.34736596172374)","(33.59109757257825, 130.3474987218947)"
-168.06875268726353,"[33.59110271095633, 130.34762174462]","(2186, 10501)","(33.59109757257825, 130.3474987218947)","(33.591082089357464, 130.3476190920627)"
-182.2135846431386,"[33.59109624012708, 130.3477156722269]","(2186, 10501)","(33.591082089357464, 130.3476190920627)","(33.591067920446044, 130.34770819435036)"
-205.81393798638481,"[33.59107505905776, 130.3478408140413]","(2186, 10501)","(33.591067920446044, 130.34770819435036)","(33.59103564967756, 130.3478304079043)"
-209.54719873697167,"[33.5909757754147, 130.3479062264136]","(2186, 2203)","(33.59103564967756, 130.3478304079043)","(33.5909749682293, 130.34791037104466)"
-214.7190002785719,"[33.5908576492533, 130.347873218479]","(2186, 2203)","(33.5909749682293, 130.34791037104466)","(33.59085496525428, 130.34788699992956)"
-218.4680971508792,"[33.5907622296676, 130.3478713241688]","(2186, 2203)","(33.59085496525428, 130.34788699992956)","(33.59076181794884, 130.34787520412797)"
-222.84551294210397,"[33.59069714418947, 130.3478577622495]","(2186, 2203)","(33.59076181794884, 130.34787520412797)","(33.59069603409934, 130.34786822352748)"
-230.13619396246062,"[33.59061241991221, 130.3478379474304]","(2203, 9555)","(33.59069603409934, 130.34786822352748)","(33.59061008341174, 130.34785897593463)"
-234.57562801336383,"[33.5905087860614, 130.3478560020498]","(2203, 9555)","(33.59061008341174, 130.34785897593463)","(33.590509694992946, 130.34784782166588)"
-242.99648447027795,"[33.59044922425746, 130.347943592938]","(9555, 10508)","(33.590509694992946, 130.34784782166588)","(33.59045101082861, 130.34794368752856)"
-246.59885543191547,"[33.59044022209346, 130.3480762784652]","(9555, 10508)","(33.59045101082861, 130.34794368752856)","(33.59044398022667, 130.34807647744069)"
-259.30592398233864,"[33.59041102792471, 130.3481898029617]","(9554, 10508)","(33.59044398022667, 130.34807647744069)","(33.590437944916964, 130.34819125466467)"
-386.47401849754493,"[33.5903306538552, 130.3483111226282]","(9555, 10508)","(33.590437944916964, 130.34819125466467)","(33.59044, 130.3481513)"
-505.0912915740387,"[33.59034030980765, 130.3484213614188]","(10506, 10508)","(33.59044, 130.3481513)","(33.59036664867434, 130.34814355650823)"
