prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
-311.9659262166282,"[33.59175551033913, 130.3566886001549]","(9413, 9563)","(33.591822521580646, 130.35680644132643)","(33.591791563398594, 130.35667978764238)"
-319.9300022873286,"[33.59177892937659, 130.3565771543703]","(9413, 9563)","(33.591791563398594, 130.35667978764238)","(33.59176265522815, 130.35658218456166)"
-337.9825024860202,"[33.59172923307268, 130.3564566393665]","(9413, 9563)","(33.59176265522815, 130.35658218456166)","(33.59169720701428, 130.35647114840955)"
-342.4322484880861,"[33.59165506161152, 130.3563564253322]","(9413, 9563)","(33.59169720701428, 130.35647114840955)","(33.59164935085387, 130.3563574368085)"
-352.0061248845944,"[33.59160588498561, 130.3562613745503]","(9413, 10546)","(33.59164935085387, 130.3563574368085)","(33.59162660035121, 130.35625410600096)"
-355.825471055972,"[33.59160519766955, 130.3562068418882]","(6002, 10546)","(33.59162660035121, 130.35625410600096)","(33.59160962078286, 130.35620529470864)"
-422.4641385388961,"[33.59160636275409, 130.3560855054579]","(6002, 10476)","(33.59160962078286, 130.35620529470864)","(33.59164363055544, 130.35615606750156)"
-481.7899445688808,"[33.59158353883176, 130.3559985515944]","(6002, 10466)","(33.59164363055544, 130.35615606750156)","(33.59152755348068, 130.35601820122855)"
-508.09638017713655,"[33.59151734694241, 130.3558247947417]","(6002, 10466)","(33.59152755348068, 130.35601820122855)","(33.59147537756912, 130.35583472664206)"
-513.5340489353911,"[33.59142290803938, 130.3556994852893]","(6002, 10466)","(33.59147537756912, 130.35583472664206)","(33.59142635956497, 130.35569774773313)"
Path3
1,"[33.59305287807582, 130.3573947754971]","(9561, 9600)","(33.593017598971, 130.357392546108)","(33.593017598971, 130.357392546108)"
-11.529577284165864,"[33.59301401119082, 130.357520906376]","(9561, 9600)","(33.593017598971, 130.357392546108)","(33.59299233309748, 130.3575065500228)"
-30.946495360186834,"[33.59288572616278, 130.3576342967621]","(9561, 9600)","(33.59299233309748, 130.3575065500228)","(33.59286555127025, 130.3576004735445)"
-36.537032767516415,"[33.59276060949414, 130.3576777317844]","(9561, 9600)","(33.59286555127025, 130.3576004735445)","(33.592754158710974, 130.35766691704313)"
-40.210727974359095,"[33.59265438563524, 130.3577265647523]","(9561, 9600)","(33.592754158710974, 130.35766691704313)","(33.59265432623887, 130.35772646517427)"
-48.502528789553935,"[33.59259329832493, 130.3577909377686]","(9561, 9600)","(33.59265432623887, 130.35772646517427)","(33.592581403820205, 130.35777220392367)"
-65.77196776158658,"[33.59252337648867, 130.3578524106465]","(9561, 9600)","(33.592581403820205, 130.35777220392367)","(33.59250363560767, 130.3578201174063)"
-104.6271241992745,"[33.59241754335543, 130.3579437256786]","(9561, 9600)","(33.59250363560767, 130.3578201174063)","(33.59238595676722, 130.35789205456626)"
-168.51216766304725,"[33.59224139250217, 130.3578122948579]","(9561, 9562)","(33.59238595676722, 130.35789205456626)","(33.59217967277594, 130.35783344817258)"
-181.26354417717423,"[33.59218584562986, 130.3577753474287]","(9561, 9562)","(33.59217967277594, 130.35783344817258)","(33.592162501878, 130.3577833480755)"
-186.4159583978692,"[33.59215043208896, 130.3576991894565]","(9561, 9562)","(33.592162501878, 130.3577833480755)","(33.59213899744569, 130.35770157044905)"
-196.97714179610355,"[33.59214511796235, 130.3576017414502]","(9561, 9562)","(33.59213899744569, 130.35770157044905)","(33.592121399733195, 130.3576056002709)"
-219.8952344577901,"[33.59213751557617, 130.357474336522]","(9561, 9562)","(33.592121399733195, 130.3576056002709)","(33.59209866146528, 130.35748295821907)"
-226.88796113511899,"[33.59209750037043, 130.3573415839396]","(9560, 9562)","(33.59209866146528, 130.35748295821907)","(33.59210397375873, 130.3573532527981)"
-242.36354396288996,"[33.59204334489404, 130.3572384194754]","(9562, 9563)","(33.59210397375873, 130.3573532527981)","(33.5920217578984, 130.35724672582765)"
-250.78840041969914,"[33.59198970071374, 130.3571197987817]","(9562, 9563)","(33.5920217578984, 130.35724672582765)","(33.591972928284505, 130.357130863926)"
-277.3873003139063,"[33.59194370082913, 130.3570138850532]","(9413, 9563)","(33.591972928284505, 130.357130863926)","(33.59190345167083, 130.35702770894636)"
-282.88739237720995,"[33.5918735694453, 130.3569257744871]","(9413, 9563)","(33.59190345167083, 130.35702770894636)","(33.59186558422215, 130.35692884933036)"
-291.4766207984687,"[33.59180417566894, 130.3568109256498]","(9413, 9563)","(33.59186558422215, 130.35692884933036)","(33.591822521580646, 130.35680644132643)"
-311.9659262166282,"[33.59175551033913, 130.3566886001549]","(9413, 9563)","(33.591822521580646, 130.35680644132643)","(33.591791563398594, 130.35667978764238)"
-319.9300022873286,"[33.59177892937659, 130.3565771543703]","(9413, 9563)","(33.591791563398594, 130.35667978764238)","(33.59176265522815, 130.35658218456166)"
-337.9825024860202,"[33.59172923307268, 130.3564566393665]","(9413, 9563)","(33.59176265522815, 130.35658218456166)","(33.59169720701428, 130.35647114840955)"
-342.4322484880861,"[33.59165506161152, 130.3563564253322]","(9413, 9563)","(33.59169720701428, 130.35647114840955)","(33.59164935085387, 130.3563574368085)"
-348.14001366998946,"[33.59160588498561, 130.3562613745503]","(9413, 9582)","(33.59164935085387, 130.3563574368085)","(33.59161146440563, 130.35627156512683)"
-355.1580844922107,"[33.59160519766955, 130.3562068418882]","(9413, 10546)","(33.59161146440563, 130.35627156512683)","(33.5916141, 130.3562181)"
-441.14310973986744,"[33.59160636275409, 130.3560855054579]","(6002, 10546)","(33.5916141, 130.3562181)","(33.5916004, 130.3561789)"
-495.2165597214381,"[33.59158353883176, 130.3559985515944]","(6002, 10466)","(33.5916004, 130.3561789)","(33.59152755348068, 130.35601820122855)"
-521.5229953296938,"[33.59151734694241, 130.3558247947417]","(6002, 10466)","(33.59152755348068, 130.35601820122855)","(33.59147537756912, 130.35583472664206)"
-526.9606640879483,"[33.59142290803938, 130.3556994852893]","(6002, 10466)","(33.59147537756912, 130.35583472664206)","(33.59142635956497, 130.35569774773313)"
Path4
1,"[33.59305287807582, 130.3573947754971]","(9561, 9600)","(33.593017598971, 130.357392546108)","(33.593017598971, 130.357392546108)"
-11.529577284165864,"[33.59301401119082, 130.357520906376]","(9561, 9600)","(33.593017598971, 130.357392546108)","(33.59299233309748, 130.3575065500228)"
-30.946495360186834,"[33.59288572616278, 130.3576342967621]","(9561, 9600)","(33.59299233309748, 130.3575065500228)","(33.59286555127025, 130.3576004735445)"
-36.537032767516415,"[33.59276060949414, 130.3576777317844]","(9561, 9600)","(33.59286555127025, 130.3576004735445)","(33.592754158710974, 130.35766691704313)"
-40.210727974359095,"[33.59265438563524, 130.3577265647523]","(9561, 9600)","(33.592754158710974, 130.35766691704313)","(33.59265432623887, 130.35772646517427)"
-48.502528789553935,"[33.59259329832493, 130.3577909377686]","(9561, 9600)","(33.59265432623887, 130.35772646517427)","(33.592581403820205, 130.35777220392367)"
-65.77196776158658,"[33.59252337648867, 130.3578524106465]","(9561, 9600)","(33.592581403820205, 130.35777220392367)","(33.59250363560767, 130.3578201174063)"
-104.6271241992745,"[33.59241754335543, 130.3579437256786]","(9561, 9600)","(33.59250363560767, 130.3578201174063)","(33.59238595676722, 130.35789205456626)"
-168.51216766304725,"[33.59224139250217, 130.3578122948579]","(9561, 9562)","(33.59238595676722, 130.35789205456626)","(33.59217967277594, 130.35783344817258)"
-181.26354417717423,"[33.59218584562986, 130.3577753474287]","(9561, 9562)","(33.59217967277594, 130.35783344817258)","(33.592162501878, 130.3577833480755)"
-186.4159583978692,"[33.59215043208896, 130.3576991894565]","(9561, 9562)","(33.592162501878, 130.3577833480755)","(33.59213899744569, 130.35770157044905)"
-196.97714179610355,"[33.59214511796235, 130.3576017414502]","(9561, 9562)","(33.59213899744569, 130.35770157044905)","(33.592121399733195, 130.3576056002709)"
-219.8952344577901,"[33.59213751557617, 130.357474336522]","(9561, 9562)","(33.592121399733195, 130.3576056002709)","(33.59209866146528, 130.35748295821907)"
-226.88796113511899,"[33.59209750037043, 130.3573415839396]","(9560, 9562)","(33.59209866146528, 130.35748295821907)","(33.59210397375873, 130.3573532527981)"
-242.36354396288996,"[33.59204334489404, 130.3572384194754]","(9562, 9563)","(33.59210397375873, 130.3573532527981)","(33.5920217578984, 130.35724672582765)"
-250.78840041969914,"[33.59198970071374, 130.3571197987817]","(9562, 9563)","(33.5920217578984, 130.35724672582765)","(33.591972928284505, 130.357130863926)"
-277.3873003139063,"[33.59194370082913, 130.3570138850532]","(9413, 9563)","(33.591972928284505, 130.357130863926)","(33.59190345167083, 130.35702770894636)"
-282.88739237720995,"[33.5918735694453, 130.3569257744871]","(9413, 9563)","(33.59190345167083, 130.35702770894636)","(33.59186558422215, 130.35692884933036)"
-291.4766207984687,"[33.59180417566894, 130.3568109256498]","(9413, 9563)","(33.59186558422215, 130.35692884933036)","(33.591822521580646, 130.35680644132643)"
-311.9659262166282,"[33.59175551033913, 130.3566886001549]","(9413, 9563)","(33.591822521580646, 130.35680644132643)","(33.591791563398594, 130.35667978764238)"
-319.9300022873286,"[33.59177892937659, 130.3565771543703]","(9413, 9563)","(33.591791563398594, 130.35667978764238)","(33.59176265522815, 130.35658218456166)"
-337.9825024860202,"[33.59172923307268, 130.3564566393665]","(9413, 9563)","(33.59176265522815, 130.35658218456166)","(33.59169720701428, 130.35647114840955)"
-342.4322484880861,"[33.59165506161152, 130.3563564253322]","(9413, 9563)","(33.59169720701428, 130.35647114840955)","(33.59164935085387, 130.3563574368085)"
-352.0061248845944,"[33.59160588498561, 130.3562613745503]","(9413, 10546)","(33.59164935085387, 130.3563574368085)","(33.59162660035121, 130.35625410600096)"
-355.825471055972,"[33.59160519766955, 130.3562068418882]","(6002, 10546)","(33.59162660035121, 130.35625410600096)","(33.59160962078286, 130.35620529470864)"
-443.1012268778197,"[33.59160636275409, 130.3560855054579]","(6001, 6002)","(33.59160962078286, 130.35620529470864)","(33.5916004, 130.3561789)"
-497.1746768593904,"[33.59158353883176, 130.3559985515944]","(6002, 10466)","(33.5916004, 130.3561789)","(33.59152755348068, 130.35601820122855)"
-523.4811124676461,"[33.59151734694241, 130.3558247947417]","(6002, 10466)","(33.59152755348068, 130.35601820122855)","(33.59147537756912, 130.35583472664206)"
-528.9187812259006,"[33.59142290803938, 130.3556994852893]","(6002, 10466)","(33.59147537756912, 130.35583472664206)","(33.59142635956497, 130.35569774773313)"
Path5
1,"[33.59305287807582, 130.3573947754971]","(9561, 9600)","(33.593017598971, 130.357392546108)","(33.593017598971, 130.357392546108)"
-11.529577284165864,"[33.59301401119082, 130.357520906376]","(9561, 9600)","(33.593017598971, 130.357392546108)","(33.59299233309748, 130.3575065500228)"
-30.946495360186834,"[33.59288572616278, 130.3576342967621]","(9561, 9600)","(33.59299233309748, 130.3575065500228)","(33.59286555127025, 130.3576004735445)"
-36.537032767516415,"[33.59276060949414, 130.3576777317844]","(9561, 9600)","(33.59286555127025, 130.3576004735445)","(33.592754158710974, 130.35766691704313)"
-40.210727974359095,"[33.59265438563524, 130.3577265647523]","(9561, 9600)","(33.592754158710974, 130.35766691704313)","(33.59265432623887, 130.35772646517427)"
-48.502528789553935,"[33.59259329832493, 130.3577909377686]","(9561, 9600)","(33.59265432623887, 130.35772646517427)","(33.592581403820205, 130.35777220392367)"
-65.77196776158658,"[33.59252337648867, 130.3578524106465]","(9561, 9600)","(33.592581403820205, 130.35777220392367)","(33.59250363560767, 130.3578201174063)"
-104.6271241992745,"[33.59241754335543, 130.3579437256786]","(9561, 9600)","(33.59250363560767, 130.3578201174063)","(33.59238595676722, 130.35789205456626)"
-168.51216766304725,"[33.59224139250217, 130.3578122948579]","(9561, 9562)","(33.59238595676722, 130.35789205456626)","(33.59217967277594, 130.35783344817258)"
-181.26354417717423,"[33.59218584562986, 130.3577753474287]","(9561, 9562)","(33.59217967277594, 130.35783344817258)","(33.592162501878, 130.3577833480755)"
-186.4159583978692,"[33.59215043208896, 130.3576991894565]","(9561, 9562)","(33.592162501878, 130.3577833480755)","(33.59213899744569, 130.35770157044905)"
-196.97714179610355,"[33.59214511796235, 130.3576017414502]","(9561, 9562)","(33.59213899744569, 130.35770157044905)","(33.592121399733195, 130.3576056002709)"
-219.8952344577901,"[33.59213751557617, 130.357474336522]","(9561, 9562)","(33.592121399733195, 130.3576056002709)","(33.59209866146528, 130.35748295821907)"
-226.88796113511899,"[33.59209750037043, 130.3573415839396]","(9560, 9562)","(33.59209866146528, 130.35748295821907)","(33.59210397375873, 130.3573532527981)"
-242.36354396288996,"[33.59204334489404, 130.3572384194754]","(9562, 9563)","(33.59210397375873, 130.3573532527981)","(33.5920217578984, 130.35724672582765)"
-250.78840041969914,"[33.59198970071374, 130.3571197987817]","(9562, 9563)","(33.5920217578984, 130.35724672582765)","(33.591972928284505, 130.357130863926)"
-277.3873003139063,"[33.59194370082913, 130.3570138850532]","(9413, 9563)","(33.591972928284505, 130.357130863926)","(33.59190345167083, 130.35702770894636)"
-282.88739237720995,"[33.5918735694453, 130.3569257744871]","(9413, 9563)","(33.59190345167083, 130.35702770894636)","(33.59186558422215, 130.35692884933036)"
-291.4766207984687,"[33.59180417566894, 130.3568109256498]","(9413, 9563)","(33.59186558422215, 130.35692884933036)","(33.591822521580646, 130.35680644132643)"
-311.9659262166282,"[33.59175551033913, 130.3566886001549]","(9413, 9563)","(33.591822521580646, 130.35680644132643)","(33.591791563398594, 130.35667978764238)"
-319.9300022873286,"[33.59177892937659, 130.3565771543703]","(9413, 9563)","(33.591791563398594, 130.35667978764238)","(33.59176265522815, 130.35658218456166)"
-337.9825024860202,"[33.59172923307268, 130.3564566393665]","(9413, 9563)","(33.59176265522815, 130.35658218456166)","(33.59169720701428, 130.35647114840955)"
-342.4322484880861,"[33.59165506161152, 130.3563564253322]","(9413, 9563)","(33.59169720701428, 130.35647114840955)","(33.59164935085387, 130.3563574368085)"
-352.0061248845944,"[33.59160588498561, 130.3562613745503]","(9413, 10546)","(33.59164935085387, 130.3563574368085)","(33.59162660035121, 130.35625410600096)"
-355.825471055972,"[33.59160519766955, 130.3562068418882]","(6002, 10546)","(33.59162660035121, 130.35625410600096)","(33.59160962078286, 130.35620529470864)"
-443.1100930327795,"[33.59160636275409, 130.3560855054579]","(6002, 10546)","(33.59160962078286, 130.35620529470864)","(33.5916004, 130.3561789)"
-497.1835430143502,"[33.59158353883176, 130.3559985515944]","(6002, 10466)","(33.5916004, 130.3561789)","(33.59152755348068, 130.35601820122855)"
-523.4899786226059,"[33.59151734694241, 130.3558247947417]","(6002, 10466)","(33.59152755348068, 130.35601820122855)","(33.59147537756912, 130.35583472664206)"
-528.9276473808604,"[33.59142290803938, 130.3556994852893]","(6002, 10466)","(33.59147537756912, 130.35583472664206)","(33.59142635956497, 130.35569774773313)"
Path6
1,"[33.59305287807582, 130.3573947754971]","(9561, 9600)","(33.593017598971, 130.357392546108)","(33.593017598971, 130.357392546108)"
-11.529577284165864,"[33.59301401119082, 130.357520906376]","(9561, 9600)","(33.593017598971, 130.357392546108)","(33.59299233309748, 130.3575065500228)"
-30.946495360186834,"[33.59288572616278, 130.3576342967621]","(9561, 9600)","(33.59299233309748, 130.3575065500228)","(33.59286555127025, 130.3576004735445)"
-36.537032767516415,"[33.59276060949414, 130.3576777317844]","(9561, 9600)","(33.59286555127025, 130.3576004735445)","(33.592754158710974, 130.35766691704313)"
-40.210727974359095,"[33.59265438563524, 130.3577265647523]","(9561, 9600)","(33.592754158710974, 130.35766691704313)","(33.59265432623887, 130.35772646517427)"
-48.502528789553935,"[33.59259329832493, 130.3577909377686]","(9561, 9600)","(33.59265432623887, 130.35772646517427)","(33.592581403820205, 130.35777220392367)"
-65.77196776158658,"[33.59252337648867, 130.3578524106465]","(9561, 9600)","(33.592581403820205, 130.35777220392367)","(33.59250363560767, 130.3578201174063)"
-104.6271241992745,"[33.59241754335543, 130.3579437256786]","(9561, 9600)","(33.59250363560767, 130.3578201174063)","(33.59238595676722, 130.35789205456626)"
-168.51216766304725,"[33.59224139250217, 130.3578122948579]","(9561, 9562)","(33.59238595676722, 130.35789205456626)","(33.59217967277594, 130.35783344817258)"
-181.26354417717423,"[33.59218584562986, 130.3577753474287]","(9561, 9562)","(33.59217967277594, 130.35783344817258)","(33.592162501878, 130.3577833480755)"
-186.4159583978692,"[33.59215043208896, 130.3576991894565]","(9561, 9562)","(33.592162501878, 130.3577833480755)","(33.59213899744569, 130.35770157044905)"
-196.97714179610355,"[33.59214511796235, 130.3576017414502]","(9561, 9562)","(33.59213899744569, 130.35770157044905)","(33.592121399733195, 130.3576056002709)"
-219.8952344577901,"[33.59213751557617, 130.357474336522]","(9561, 9562)","(33.592121399733195, 130.3576056002709)","(33.59209866146528, 130.35748295821907)"
-226.88796113511899,"[33.59209750037043, 130.3573415839396]","(9560, 9562)","(33.59209866146528, 130.35748295821907)","(33.59210397375873, 130.3573532527981)"
-242.36354396288996,"[33.59204334489404, 130.3572384194754]","(9562, 9563)","(33.59210397375873, 130.3573532527981)","(33.5920217578984, 130.35724672582765)"
-250.78840041969914,"[33.59198970071374, 130.3571197987817]","(9562, 9563)","(33.5920217578984, 130.35724672582765)","(33.591972928284505, 130.357130863926)"
-277.3873003139063,"[33.59194370082913, 130.3570138850532]","(9413, 9563)","(33.591972928284505, 130.357130863926)","(33.59190345167083, 130.35702770894636)"
-282.88739237720995,"[33.5918735694453, 130.3569257744871]","(9413, 9563)","(33.59190345167083, 130.35702770894636)","(33.59186558422215, 130.35692884933036)"
-291.4766207984687,"[33.59180417566894, 130.3568109256498]","(9413, 9563)","(33.59186558422215, 130.35692884933036)","(33.591822521580646, 130.35680644132643)"
-311.9659262166282,"[33.59175551033913, 130.3566886001549]","(9413, 9563)","(33.591822521580646, 130.35680644132643)","(33.591791563398594, 130.35667978764238)"
-319.9300022873286,"[33.59177892937659, 130.3565771543703]","(9413, 9563)","(33.591791563398594, 130.35667978764238)","(33.59176265522815, 130.35658218456166)"
-337.9825024860202,"[33.59172923307268, 130.3564566393665]","(9413, 9563)","(33.59176265522815, 130.35658218456166)","(33.59169720701428, 130.35647114840955)"
-342.4322484880861,"[33.59165506161152, 130.3563564253322]","(9413, 9563)","(33.59169720701428, 130.35647114840955)","(33.59164935085387, 130.3563574368085)"
-352.0061248845944,"[33.59160588498561, 130.3562613745503]","(9413, 10546)","(33.59164935085387, 130.3563574368085)","(33.59162660035121, 130.35625410600096)"
-358.4246415993735,"[33.59160519766955, 130.3562068418882]","(9581, 10546)","(33.59162660035121, 130.35625410600096)","(33.59161168630724, 130.35621935192137)"
-444.11726591726205,"[33.59160636275409, 130.3560855054579]","(6002, 10546)","(33.59161168630724, 130.35621935192137)","(33.5916004, 130.3561789)"
-498.19071589883276,"[33.59158353883176, 130.3559985515944]","(6002, 10466)","(33.5916004, 130.3561789)","(33.59152755348068, 130.35601820122855)"
-524.4971515070885,"[33.59151734694241, 130.3558247947417]","(6002, 10466)","(33.59152755348068, 130.35601820122855)","(33.59147537756912, 130.35583472664206)"
-529.934820265343,"[33.59142290803938, 130.3556994852893]","(6002, 10466)","(33.59147537756912, 130.35583472664206)","(33.59142635956497, 130.35569774773313)"
Path7
1,"[33.59305287807582, 130.3573947754971]","(9561, 9600)","(33.593017598971, 130.357392546108)","(33.593017598971, 130.357392546108)"
-11.529577284165864,"[33.59301401119082, 130.357520906376]","(9561, 9600)","(33.593017598971, 130.357392546108)","(33.59299233309748, 130.3575065500228)"
-30.946495360186834,"[33.59288572616278, 130.3576342967621]","(9561, 9600)","(33.59299233309748, 130.3575065500228)","(33.59286555127025, 130.3576004735445)"
-36.537032767516415,"[33.59276060949414, 130.3576777317844]","(9561, 9600)","(33.59286555127025, 130.3576004735445)","(33.592754158710974, 130.35766691704313)"
-40.210727974359095,"[33.59265438563524, 130.3577265647523]","(9561, 9600)","(33.592754158710974, 130.35766691704313)","(33.59265432623887, 130.35772646517427)"
-48.502528789553935,"[33.59259329832493, 130.3577909377686]","(9561, 9600)","(33.59265432623887, 130.35772646517427)","(33.592581403820205, 130.35777220392367)"
-65.77196776158658,"[33.59252337648867, 130.3578524106465]","(9561, 9600)","(33.592581403820205, 130.35777220392367)","(33.59250363560767, 130.3578201174063)"
-104.6271241992745,"[33.59241754335543, 130.3579437256786]","(9561, 9600)","(33.59250363560767, 130.3578201174063)","(33.59238595676722, 130.35789205456626)"
